;Zinc_ID;SMILES;MolecularFormula;MolWt;MolLogp;HAcceptors;HDonors;RotableBonds;RindCount;TPSA
2575;ZINC000104606468;O=C1NCC[C@H](O)[C@@H]1O;C5H9NO3;131.058243148;-1.7719000000000005;3;3;0;1;69.56
2576;ZINC000209028423;C[C@@H](O)[C@H](C=O)NC(=O)CN;C6H12N2O3;160.084792244;-1.9903999999999984;4;3;4;0;92.42
2577;ZINC000257549047;C[C@@H]1O[C@H](O)[C@H](N)[C@H](O)[C@@H]1O;C6H13NO4;163.084457896;-2.2273999999999985;5;4;0;1;95.94000000000001
2578;ZINC000306601263;O[C@H]1C=C[C@@H](O)[C@@H]2O[C@@]12C#C[C@H]1CO1;C10H10O4;194.0579088;-1.1822000000000004;4;2;0;3;65.52
2579;ZINC000306866060;OCC[C@@H]1C[C@H](O)[C@@H](CO)N1;C7H15NO3;161.10519334;-1.5474999999999992;4;4;3;1;72.72
2580;ZINC000000391789;Cn1cnc2[nH]c(=O)[nH]c(=O)c21;C6H6N4O2;166.049075432;-1.0501;4;2;0;2;83.53999999999999
2581;ZINC000238733536;CO[C@H]([C@H](C)O)[C@H](O)[C@@H](O)C=O;C7H14O5;178.084123548;-1.6971000000000005;5;3;5;0;86.99000000000001
2582;ZINC000095831406;N[C@H]1CN[C@@H](C(=O)O)C1;C5H10N2O2;130.07422756;-1.2397999999999996;3;3;1;1;75.35
2583;ZINC000003830569;O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21;C8H9NO5;199.048072388;-1.0956;4;2;2;2;87.07000000000001
2584;ZINC000535384782;N=C[C@H](O)[C@H](O)CO;C4H9NO3;119.058243148;-1.6499300000000001;4;4;3;0;84.54
2585;ZINC000306361437;COC[C@H](O)[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O;C7H14O6;194.079038168;-2.567299999999999;6;4;3;1;99.38000000000001
2586;ZINC000003581296;N[C@H](C=O)C(=O)O;C3H5NO3;103.02694302;-1.4028;3;2;2;0;80.39
2587;ZINC000100389624;C[C@H](O)[C@H](O)[C@H](O)C(O)=C(O)O;C6H12O6;180.063388104;-1.0678999999999998;6;6;3;0;121.38000000000001
2588;ZINC000069488891;C[C@H](O)[C@@H](O)[C@@H](O)C(O)=C(O)O;C6H12O6;180.063388104;-1.0678999999999998;6;6;3;0;121.38000000000001
2589;ZINC000005112857;N[C@@H](C(=O)O)[C@@H](CC=O)C(=O)NO;C6H10N2O5;190.05897142;-1.8910999999999998;5;4;5;0;129.72
2590;ZINC000013310974;CN1C(=O)NC(=O)[C@@H]1NC(N)=O;C5H8N4O3;172.059640116;-1.8375999999999992;3;3;1;1;104.53
2591;ZINC000085594714;C[C@@H](O)[C@@H](N)C=O;C4H9NO2;103.063328528;-1.1065999999999998;3;2;2;0;63.32
2592;ZINC000095635870;C[C@@H](CCNC(=N)N)[C@H](N)C(=O)O;C7H16N4O2;188.127325752;-1.0924299999999987;3;5;5;0;125.22000000000001
2593;ZINC000006361574;OC[C@]1(O)CO[C@@H](O)[C@@H]1O;C5H10O5;150.05282342;-2.5806999999999998;5;4;1;1;90.15
2594;ZINC000004025808;O=C(O)C1=C[C@H](O)[C@@H](O)[C@@H](O)C1;C7H10O5;174.05282342;-1.5162000000000004;4;4;1;1;97.99000000000001
2595;ZINC000307743513;C[C@@H](N)CC[C@](N)(O)C(=O)O;C6H14N2O3;162.100442308;-1.1542999999999997;4;4;4;0;109.57000000000001
2596;ZINC000245228054;O=C(O)[C@@]1(O)C[C@H](O)[C@@H](O)[C@H](O)C1;C7H12O6;192.06338810399998;-2.3214000000000006;5;5;1;1;118.22000000000001
2597;ZINC000256271539;CO[C@H](C=O)[C@](C)(O)[C@H](O)[C@@H](C)O;C8H16O5;192.099773612;-1.3070000000000002;5;3;5;0;86.99000000000001
2598;ZINC000001529206;OC[C@@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O;C6H12O6;180.063388104;-3.2214000000000005;6;5;1;1;110.38000000000001
2599;ZINC000085543737;N[C@H](C(=O)O)[C@@H]1C[C@H](O)N(O)C1=O;C6H10N2O5;190.05897142;-2.045599999999999;5;4;2;1;124.09
2600;ZINC000103587212;O=C1N=C2C(=O)NC(=O)N[C@H]2N1;C5H4N4O3;168.028339988;-1.6839000000000002;3;3;0;2;99.66
2601;ZINC000004575351;n1nc(Nc2nn[nH]n2)n[nH]1;C2H3N9;153.05114109599998;-1.5436000000000005;7;3;2;2;120.94999999999999
2602;ZINC000014614391;C#CC#CC#C[C@@H](O)[C@H](O)CO;C9H8O3;164.047344116;-1.6595000000000002;3;3;2;0;60.69
2603;ZINC000307419207;O[C@@H]1[C@H]2O[C@H]3CO[C@H]1[C@H]3O2;C6H8O4;144.042258736;-1.1302000000000003;4;1;0;3;47.92
2604;ZINC000306284732;O=C[C@@H]1OC(=O)[C@H](O)[C@@H](O)[C@H]1O;C6H8O6;176.032087976;-2.8066;6;3;1;1;104.06000000000002
2605;ZINC000000897449;N[C@@H](Cn1c(=O)cc[nH]c1=O)C(=O)O;C7H9N3O4;199.059305768;-2.0515;5;3;3;1;118.17999999999999
2606;ZINC000006761041;O=C1OC[C@H](O)[C@H](O)[C@@H]1O;C5H8O5;148.037173356;-2.3741000000000008;5;3;0;1;86.99000000000001
2607;ZINC000100388035;N[C@@H](CO)C(=O)NC(CO)=C(O)O;C6H12N2O5;192.074621484;-2.3003999999999993;6;6;4;0;136.04
2608;ZINC000100014205;OC[C@H](O)[C@H](O)[C@H](O)CO;C5H12O5;152.068473484;-2.9463000000000004;5;5;4;0;101.15
2609;ZINC000013351283;C[C@](O)(CO)C[C@H](N)C(=O)O;C6H13NO4;163.084457896;-1.4682999999999993;4;4;4;0;103.78000000000002
2610;ZINC000000901058;O=C(O)[C@@H](O)[C@@H](O)CO;C4H8O5;136.037173356;-2.2148999999999996;4;4;3;0;97.99000000000001
2611;ZINC000033685625;N[C@H](C=O)[C@@H](O)[C@@H](O)CCO;C6H13NO4;163.084457896;-2.383199999999999;5;4;5;0;103.78000000000002
2612;ZINC000257502655;C[C@@H]1O[C@H](O)[C@H](O)[C@H](N)[C@@H]1O;C6H13NO4;163.084457896;-2.227399999999999;5;4;0;1;95.94
2613;ZINC000002015933;CC(=O)OC[C@H](O)CO;C5H10O4;134.0579088;-1.0973000000000002;4;2;3;0;66.76
2614;ZINC000004095705;C[C@H](O)[C@H](O)[C@H](O)[C@H](O)C(=O)O;C6H12O6;180.063388104;-2.465500000000001;5;5;4;0;118.22000000000001
2615;ZINC000078498559;CCOC(=O)[C@H](N)O;C4H9NO3;119.058243148;-1.1734;4;2;2;0;72.55
2616;ZINC000255968197;CO[C@H]1[C@H](O)[C@@H](CO)[C@@H](O)[C@H]1O;C7H14O5;178.084123548;-2.2937999999999996;5;4;2;1;90.15
2617;ZINC000257418500;C[C@@H]1C[C@H](O)[C@@H](O)[C@H](O)C1=O;C7H12O4;160.073558864;-1.322;4;3;0;1;77.75999999999999
2618;ZINC000018068098;OC[C@H](O)C(O)[C@H](O)CO;C5H12O5;152.068473484;-2.9463000000000004;5;5;4;0;101.15
2619;ZINC000001631033;NC(=O)[C@H](O)[C@@H](O)CO;C4H9NO4;135.053157768;-2.8142;4;4;3;0;103.78000000000002
2620;ZINC000003581194;NCCOCC[C@H](N)C(=O)O;C6H14N2O3;162.100442308;-1.2362999999999984;4;3;6;0;98.57000000000001
2621;ZINC000256003612;CN1C[C@H](O)[C@@H](O)[C@H]1CO;C6H13NO3;147.089543276;-1.9854999999999994;4;3;1;1;63.93000000000001
2622;ZINC000001532759;O=C(O)C(=O)C(=O)O;C3H2O5;117.990223164;-1.2753;3;2;2;0;91.67
2623;ZINC000006360459;O=C(O)C(=O)N[C@H](CCO)C(=O)O;C6H9NO6;191.04298700799998;-1.9771999999999994;4;4;4;0;123.92999999999999
2624;ZINC000001529814;C[C@@H](O)[C@H](O)CC(=O)C(=O)O;C6H10O5;162.05282342;-1.2281000000000002;4;3;4;0;94.83
2625;ZINC000071758472;CC(=O)[C@H](O)[C@H](O)C[C@@H](N)C(=O)O;C7H13NO5;191.079372516;-1.9007999999999994;5;4;5;0;120.85000000000001
2626;ZINC000255972322;OC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=NO;C6H13NO6;195.074287136;-3.1177;7;6;5;0;133.74
2627;ZINC000002510346;CC(O)(C(=O)O)C(=O)O;C4H6O5;134.021523292;-1.0934000000000001;3;3;2;0;94.83
2628;ZINC000014506982;COC(=O)C(O)C(=O)OC;C5H8O5;148.037173356;-1.3067000000000002;5;1;2;0;72.83
2629;ZINC000104887693;C[C@@H]1O[C@H](O)[C@H](O)[C@]1(O)C=O;C6H10O5;162.05282342;-1.9856;5;3;1;1;86.99000000000001
2630;ZINC000013351291;C[C@](O)(CO)C[C@@H](N)C(=O)O;C6H13NO4;163.084457896;-1.4682999999999993;4;4;4;0;103.78000000000002
2631;ZINC000003870300;N[C@H](Cn1oc(=O)[nH]c1=O)C(=O)O;C5H7N3O5;189.038570324;-2.4585;6;3;3;1;131.32
2632;ZINC000013543769;C[C@H](O)C(=O)CO;C4H8O3;104.047344116;-1.0714000000000001;3;2;2;0;57.53
2633;ZINC000034112434;NC(N)=NC[C@@H]1C[C@]1(N)C(=O)O;C6H12N4O2;172.096025624;-1.9381999999999993;3;4;3;1;127.72000000000001
2634;ZINC000257533228;C[C@@H]1O[C@H]2OC(=O)[C@@]1(O)[C@H]2O;C6H8O5;160.037173356;-1.6200000000000006;5;2;0;2;75.99000000000001
2635;ZINC000013356032;N[C@H](CCNC(=O)C(=O)O)C(=O)O;C6H10N2O5;190.05897142;-2.0107999999999997;4;4;4;0;129.72
2636;ZINC000004245654;O=C1O[C@H]([C@@H](O)CO)[C@H](O)[C@@H]1O;C6H10O6;178.04773804;-3.0132;6;4;2;1;107.22000000000001
2637;ZINC000001529743;N=C(N)NCCCC(=O)C(=O)O;C6H11N3O3;173.080041212;-1.0966300000000004;3;4;5;0;116.27
2638;ZINC000005113939;NCCC[C@@H](N)CC(N)=O;C6H15N3O;145.1215121;-1.0719999999999987;3;3;5;0;95.13
2639;ZINC000535384780;N=C[C@@H](O)[C@@H](O)CO;C4H9NO3;119.058243148;-1.6499300000000001;4;4;3;0;84.54
2640;ZINC000216600859;NN/C=N/CCCC(=O)C(=O)O;C6H11N3O3;173.080041212;-1.0881;4;3;6;0;104.77999999999999
2641;ZINC000021991932;COC(=O)[C@@H](N)CC(N)=O;C5H10N2O3;146.06914218;-1.6378999999999992;4;2;3;0;95.41
2642;ZINC000014491739;O=C(O)[C@](O)(CO)[C@@H](O)[C@H](O)CO;C6H12O7;196.058302724;-3.4915;6;6;5;0;138.45000000000002
2643;ZINC000016837744;N[C@H]1CNC(=O)C1;C4H8N2O;100.063662876;-1.1664;2;2;0;1;55.12
2644;ZINC000100823499;CC(=O)C1=CC(=O)C[C@H](O)[C@H](CO)N1;C9H13NO4;199.084457896;-1.2565000000000002;5;3;2;1;86.63000000000001
2645;ZINC000031538664;N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O;C6H13NO5;179.079372516;-3.2549999999999994;6;5;1;1;116.17000000000002
2646;ZINC000032296373;O=C1C=C(CO)[C@H](O)[C@@H]2O[C@H]12;C7H8O4;156.042258736;-1.3839000000000001;4;2;1;2;70.06
2647;ZINC000013353227;N[C@@H]1C[C@H](CO)[C@H](O)C[C@@H]1O;C7H15NO3;161.10519334;-1.5622000000000003;4;4;1;1;86.71000000000001
2648;ZINC000200306439;CN[C@@H]1[C@H](O)O[C@H](CO)[C@H](O)[C@@H]1O;C7H15NO5;193.09502258;-2.9942999999999986;6;5;2;1;102.18
2649;ZINC000019479445;O=C(O)CNC(=O)[C@H]1CCC(=O)N1;C7H10N2O4;186.0640568;-1.5342;3;3;3;1;95.5
2650;ZINC000257547769;OC1[C@@H](O)[C@H]2CC[C@@H](N2)[C@@H]1O;C7H13NO3;159.089543276;-1.7966999999999989;4;4;0;2;72.72
2651;ZINC000013551916;O=C1O[C@@H]2[C@H](O)[C@H](O)O[C@@H]2[C@H]1O;C6H8O6;176.032087976;-2.6492;6;3;0;2;96.22000000000001
2652;ZINC000002508246;O=C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO;C6H12O6;180.063388104;-3.3788000000000005;6;5;5;0;118.22000000000001
2653;ZINC000105129243;O=C1C(CO)=C[C@H](O)[C@H]2O[C@H]12;C7H8O4;156.042258736;-1.3839000000000001;4;2;1;2;70.06
2654;ZINC000100389582;O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)C(=O)O;C6H10O7;194.04265266000002;-3.2865000000000006;6;5;5;0;135.29
2655;ZINC000001676455;C=C(CC(N)=O)C(N)=O;C5H8N2O2;128.058577496;-1.0966999999999996;2;2;3;0;86.18
2656;ZINC000238718060;O[C@@H]1C[C@@H]2OC[C@@H](O)[C@@H]2O1;C6H10O4;146.0579088;-1.1466;4;2;0;2;58.92
2657;ZINC000257679207;C[C@H](O)[C@]1(O)[C@H](O)C(=O)[C@@H]2O[C@H]21;C7H10O5;174.05282342;-2.1907000000000005;5;3;1;2;90.28999999999999
2658;ZINC000001695856;C[C@H](O)[C@@H](O)C(=O)O;C4H8O4;120.04225873600001;-1.1873000000000002;3;3;2;0;77.76
2659;ZINC000006037008;C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO;C6H14O5;166.084123548;-2.5578000000000007;5;5;4;0;101.15
2660;ZINC000059736680;O=C[C@@H]1C[C@@H](O)CN1;C5H9NO2;115.063328528;-1.0919;3;2;1;1;49.33
2661;ZINC000100041400;Nc1[nH]c(=O)[nH]c(=O)c1O;C4H5N3O3;143.03309102;-1.6490000000000005;4;4;0;1;111.97000000000001
2662;ZINC000306235359;COC(=O)[C@@H]1C[C@H](O)[C@H](O)CN1C;C8H15NO4;189.10010796;-1.4146999999999992;5;2;1;1;70.0
2663;ZINC000034924611;COC(=O)[C@H](N)[C@@H](C)O;C5H11NO3;133.073893212;-1.1325000000000003;4;2;2;0;72.55
2664;ZINC000001747073;C[C@H](O)[C@@H](N)C(=O)O;C4H9NO3;119.058243148;-1.2208999999999997;3;3;2;0;83.55
2665;ZINC000004995362;C[C@@H](O)[C@@H](O)[C@H](O)CO;C5H12O4;136.073558864;-1.9187000000000003;4;4;3;0;80.92
2666;ZINC000006382828;N[C@H](Cn1c(=O)cc[nH]c1=O)C(=O)O;C7H9N3O4;199.059305768;-2.0515;5;3;3;1;118.17999999999999
2667;ZINC000004097149;O[C@H]1OC[C@@H](O)[C@@H]1O;C4H8O4;120.04225873600001;-1.9432000000000003;4;3;0;1;69.92
2668;ZINC000039122093;N[C@@H](CN1CCOCC1)C(=O)O;C7H14N2O3;174.100442308;-1.269499999999999;4;2;3;1;75.78999999999999
2669;ZINC000085587975;O=C1O[C@@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O;C6H8O7;192.02700259600002;-2.9209;6;4;1;1;124.29000000000002
2670;ZINC000038322123;NOC(=O)C(=O)ON;C2H4N2O4;120.017106608;-2.1798;6;2;0;0;104.64
2671;ZINC000221646929;CC(=O)NC1=C[C@H](O)[C@@H]2O[C@H]2C1=O;C8H9NO4;183.053157768;-1.2826000000000002;4;2;1;2;78.93
2672;ZINC000013413523;C[C@@H]1NC(=O)[C@H]2C[C@@H](O)CN2C1=O;C8H12N2O3;184.084792244;-1.5335;3;2;0;2;69.64
2673;ZINC000001704213;C[C@@H](O)[C@@H](O)[C@@H](O)CO;C5H12O4;136.073558864;-1.9187000000000003;4;4;3;0;80.92
2674;ZINC000003650207;N[C@H](C=O)[C@H](O)[C@@H](O)[C@@H](O)CO;C6H13NO5;179.079372516;-3.4123999999999994;6;5;5;0;124.01000000000002
2675;ZINC000014584282;O=C(O)[C@@H]1O[C@H](O)[C@@H](O)[C@@H]1O;C5H8O6;164.03208797599999;-2.4900000000000007;5;4;1;1;107.22000000000001
2676;ZINC000008551408;C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O;C6H12O6;180.063388104;-2.465500000000001;5;5;4;0;118.22000000000001
2677;ZINC000014683698;Cn1c(=O)[nH]c2nc[nH]c(=O)c21;C6H6N4O2;166.049075432;-1.050100000000001;4;2;0;2;83.53999999999999
2678;ZINC000036466275;C[C@H](O)[C@H](N)P(=O)(O)O;C3H10NO4P;155.03474443;-1.1703;3;4;2;0;103.78
2679;ZINC000202852780;COC[C@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@H]1O;C7H14O6;194.079038168;-2.567299999999999;6;4;3;1;99.38000000000001
2680;ZINC000001530357;OC1C(O)C(O)C(O)C(O)C1O;C6H12O6;180.063388104;-3.8346000000000005;6;6;0;1;121.38000000000001
2681;ZINC000006119235;N[C@H](Cc1ncn[nH]1)C(=O)O;C5H8N4O2;156.064725496;-1.2409000000000006;4;3;3;1;104.89
2682;ZINC000001760169;O=C[C@@H](O)[C@@H](O)CO;C4H8O4;120.04225873600001;-2.1006;4;3;3;0;77.76
2683;ZINC000139224434;O=C1O[C@@H]2[C@H](O)[C@@H]1O[C@@H](O)[C@H]2O;C6H8O6;176.032087976;-2.6492;6;3;0;2;96.22000000000001
2684;ZINC000009231862;CNC[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO;C7H17NO5;195.110672644;-3.3582999999999994;6;6;6;0;113.18
2685;ZINC000013484686;O=C(O)[C@@H](O)CC#CC#CC#CCO;C10H8O4;192.04225873599998;-1.1754999999999998;3;3;2;0;77.76
2686;ZINC000096328701;CO[C@@H]1O[C@H]([C@H](O)CO)[C@H](O)[C@@H]1O;C7H14O6;194.079038168;-2.567299999999999;6;4;3;1;99.38000000000001
2687;ZINC000306548519;CO[C@H]1O[C@@H](OC)[C@H](O)[C@H](O)[C@@H]1O;C7H14O6;194.079038168;-1.9556999999999995;6;3;2;1;88.38000000000001
2688;ZINC000100824648;CN1[C@H]2CC[C@@]1(O)[C@@H](O)[C@@H](O)[C@@H]2O;C8H15NO4;189.10010796;-2.1345;5;4;0;2;84.16000000000001
2689;ZINC000001529587;N=C(N)NCCCC(N)=O;C5H12N4O;144.101111004;-1.26503;2;4;4;0;104.99000000000001
2690;ZINC000003830889;N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O;C6H13NO5;179.079372516;-3.2549999999999994;6;5;1;1;116.17000000000002
2691;ZINC000004096974;NC(=NO)NCCC[C@H](N)C(=O)O;C6H14N4O3;190.106590308;-1.5279999999999987;4;5;5;0;133.95999999999998
2692;ZINC000306973139;O=C1OC[C@H](O)[C@H](O)[C@H](O)[C@H]1O;C6H10O6;178.04773804;-3.0132000000000008;6;4;0;1;107.22000000000001
2693;ZINC000144660177;OC[C@@H]1SC[C@@H](O)[C@@H]1O;C5H10O3S;150.03506518;-1.1841000000000002;4;3;1;1;60.69
2694;ZINC000034115668;O=C1[C@H](O)O[C@H]([C@H](O)CO)[C@H]1O;C6H10O6;178.04773804;-3.0132;6;4;2;1;107.22000000000001
2695;ZINC000238805328;NC[C@@]1(O)CC[C@@H](C(=O)O)NC1=O;C7H12N2O4;188.079706864;-1.9605999999999995;4;4;2;1;112.65
2696;ZINC000002042990;CO[C@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O;C7H14O6;194.079038168;-2.5673;6;4;2;1;99.38000000000001
2697;ZINC000013327610;O=C1C=C[C@@](O)(CCO)[C@@H](O)C1;C8H12O4;172.073558864;-1.0102000000000004;4;3;2;1;77.76
2698;ZINC000013354062;C#C[C@H](O)[C@@H](N)C(=O)O;C5H7NO3;129.042593084;-1.6075999999999997;3;3;2;0;83.55
2699;ZINC000001716967;NC(=O)OC[C@@H](N)C(=O)O;C4H8N2O4;148.048406736;-1.5063999999999993;4;3;3;0;115.64
2700;ZINC000148085888;CSC[C@H](O)[C@H](O)[C@@H](O)C=O;C6H12O4S;180.045629864;-1.3690000000000002;5;3;5;0;77.75999999999999
2701;ZINC000149633251;OC[C@@]1(O)[C@@H]2CCCN2C[C@H]1O;C8H15NO3;173.10519334;-1.4513;4;3;1;2;63.93000000000001
2702;ZINC000014885963;COC(=O)[C@H](O)[C@H](O)[C@@H](O)CO;C6H12O6;180.063388104;-2.7656000000000005;6;4;4;0;107.22000000000001
2703;ZINC000000895511;O=C[C@H](O)C(=O)O;C3H4O4;104.01095860800001;-1.3692000000000002;3;2;2;0;74.6
2704;ZINC000002045141;N=C(N)NCCC[C@@H](O)C(=O)O;C6H13N3O3;175.095691276;-1.30483;3;5;5;0;119.43000000000002
2705;ZINC000038220757;C[C@H](CCNC(=N)N)[C@H](N)C(=O)O;C7H16N4O2;188.127325752;-1.0924299999999987;3;5;5;0;125.22000000000001
2706;ZINC000238018903;CC#CC#CC#C[C@@H](O)[C@H](O)CO;C10H10O3;178.06299418;-1.2693999999999999;3;3;2;0;60.69
2707;ZINC000003794714;OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O;C6H13NO4;163.084457896;-2.9667999999999988;5;5;1;1;92.95
2708;ZINC000001530154;O=C(O)C(=O)C(=O)[C@H](O)[C@H](O)CO;C6H8O7;192.027002596;-3.0767;6;4;5;0;132.13
2709;ZINC000000896169;OC[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O;C6H12O6;180.063388104;-3.2214000000000005;6;5;1;1;110.38000000000001
2710;ZINC000006761012;NC[C@@H]1CC[C@H](N)[C@H](O)O1;C6H14N2O2;146.105527688;-1.2301999999999997;4;3;1;1;81.5
2711;ZINC000000901231;O=C(CO)[C@@H](O)CO;C4H8O4;120.04225873600001;-2.0989999999999998;4;3;3;0;77.76
2712;ZINC000001719889;NC[C@@H](O)CC[C@@H](N)C(=O)O;C6H14N2O3;162.100442308;-1.5018999999999991;4;4;5;0;109.57000000000001
2713;ZINC000256080898;O[C@@H]1[C@H](O)[C@H](O)[C@H](O)C[C@H]1O;C6H12O5;164.068473484;-2.8054;5;5;0;1;101.15
2714;ZINC000100349759;O=C1CO[C@H](CO)[C@@H](O)[C@H]1O;C6H10O5;162.05282342;-2.3315999999999995;5;3;1;1;86.99000000000001
2715;ZINC000004095990;C[C@H](O)[C@@H]1OC(=O)[C@H](O)[C@@H]1O;C6H10O5;162.05282342;-1.9856000000000005;5;3;1;1;86.99000000000001
2716;ZINC000084394823;O=C[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO;C6H12O6;180.063388104;-3.3788000000000005;6;5;5;0;118.22000000000001
2717;ZINC000013459632;OC[C@@H]1N=C[C@@H](O)[C@H]1O;C5H9NO3;131.058243148;-1.8465000000000003;4;3;1;1;73.05000000000001
2718;ZINC000003869453;NC(N)=NOCC[C@@H](N)C(=O)O;C5H12N4O3;176.090940244;-2.006599999999999;4;4;5;0;136.95
2719;ZINC000003874426;CN1C[C@H](O)[C@H](O)[C@H](O)[C@@H]1CO;C7H15NO4;177.10010796;-2.6245999999999996;5;4;1;1;84.16000000000001
2720;ZINC000001694432;NC[C@@H](O)CO;C3H9NO2;91.063328528;-1.7017;3;3;2;0;66.48
2721;ZINC000005133123;O=C1C=CC(=O)C1(O)CO;C6H6O4;142.026608672;-1.5822000000000003;4;2;1;1;74.60000000000001
2722;ZINC000000895470;O=CN[C@@H](CC(=O)O)C(=O)O;C5H7NO5;161.032422324;-1.3397;3;3;5;0;103.7
2723;ZINC000004533816;C[C@@H](N)C(=O)N[C@@H](C(=O)O)[C@@H](C)O;C7H14N2O4;190.095356928;-1.7161999999999993;4;4;4;0;112.65
2724;ZINC000014453729;NC(=O)[C@H](O)C[C@@H](N)C(=O)O;C5H10N2O4;162.0640568;-2.3654;4;4;4;0;126.64
2725;ZINC000020205651;COCC(=O)NCC(=O)O;C5H9NO4;147.053157768;-1.1663999999999992;3;2;4;0;75.63
2726;ZINC000022061925;N[C@@H]1OC[C@H](O)[C@@H](O)[C@@H]1O;C5H11NO4;149.068807832;-2.6158999999999994;5;4;0;1;95.94000000000001
2727;ZINC000003869231;O=C(O)[C@H](CO)OP(=O)(O)O;C3H7O7P;185.99293919400003;-1.4587999999999999;4;4;4;0;124.29000000000002
2728;ZINC000003651026;O=C(O)[C@H](O)CCO;C4H8O4;120.042258736;-1.1857;3;3;3;0;77.76
2729;ZINC000013347942;NC[C@]1(O)OC[C@H](O)[C@H](O)[C@@H]1O;C6H13NO5;179.079372516;-3.2533999999999996;6;5;1;1;116.17000000000002
2730;ZINC000257414362;N[C@@H]1C[C@H](CO)[C@@H](O)C[C@H]1O;C7H15NO3;161.10519334;-1.5622000000000003;4;4;1;1;86.71000000000001
2731;ZINC000000895055;OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O;C6H12O6;180.063388104;-3.2214000000000005;6;5;1;1;110.38000000000001
2732;ZINC000001532751;NC(=O)NC(=O)C(=O)O;C3H4N2O4;132.017106608;-1.7341000000000002;3;3;0;0;109.49
2733;ZINC000069488943;OC[C@H](O)[C@H](O)[C@@H](O)C(O)=C(O)O;C6H12O7;196.05830272400001;-2.0955;7;7;4;0;141.61
2734;ZINC000085550566;N[C@@H]1CO[C@@H](CC(=O)O)C[C@H]1O;C7H13NO4;175.084457896;-1.0618000000000003;4;3;2;1;92.78
2735;ZINC000014420580;C[C@@H]1O[C@H](O)C[C@@H](N)[C@@H]1O;C6H13NO3;147.089543276;-1.1982;4;3;0;1;75.71000000000001
2736;ZINC000000901060;O=C(O)[C@@H](O)[C@H](O)CO;C4H8O5;136.037173356;-2.2148999999999996;4;4;3;0;97.99000000000001
2737;ZINC000004284521;OC[C@H]1OC=C[C@@H](O)[C@H]1O;C6H10O4;146.0579088;-1.3870000000000002;4;3;1;1;69.92
2738;ZINC000001492232;OC[C@H]1NC[C@H](O)[C@@H]1O;C5H11NO3;133.073893212;-2.3276999999999988;4;4;1;1;72.72
2739;ZINC000101781705;O[C@H]1[C@H](O)[C@@H](O)[C@@H](O)O[C@H]1O;C5H10O6;166.04773804;-3.263900000000001;6;5;0;1;110.38000000000001
2740;ZINC000201997144;N[C@@H]1C=C(CO)[C@H](O)[C@H](O)[C@H]1O;C7H13NO4;175.084457896;-2.6713;5;5;1;1;106.94000000000001
2741;ZINC000002020485;O=C(O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO;C6H12O7;196.058302724;-3.4931000000000005;6;6;5;0;138.45000000000002
2742;ZINC000005134201;NC1=NCC[C@@H](C[C@H](N)C(=O)O)N1;C7H14N4O2;186.111675688;-1.5349999999999984;5;4;3;1;113.73
2743;ZINC000014454821;N=C(N)NCC[C@@H]1C[C@H](N)C(=O)O1;C7H14N4O2;186.111675688;-1.4976299999999985;4;4;3;1;114.22000000000001
2744;ZINC000095919189;O[C@@H]1[C@@H](O)[C@H](O)[C@@]23[C@@H](O)C[C@@H]2N[C@H]13;C8H13NO4;187.084457896;-2.8259;5;5;0;3;92.95
2745;ZINC000257375677;OCC[C@@H]1N[C@H](CO)[C@@H](O)[C@H]1O;C7H15NO4;177.10010796;-2.5766999999999984;5;5;3;1;92.95
2746;ZINC000306616463;CO[C@@H]1O[C@H](O)[C@H](CO)[C@@H]1O;C6H12O5;164.068473484;-1.7231000000000003;5;3;2;1;79.15
2747;ZINC000013459856;C[C@@]1(O)C(=O)OC[C@@H]1O;C5H8O4;132.042258736;-1.3449000000000004;4;2;0;1;66.76
2748;ZINC000004097148;O[C@H]1[C@H](O)CO[C@H]1O;C4H8O4;120.04225873600001;-1.9432000000000003;4;3;0;1;69.92
2749;ZINC000100055842;CO[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O;C7H14O6;194.079038168;-3.1805;6;5;1;1;110.38000000000001
