zinc_id,smiles
ZINC000013327950,CC(=O)OC[C@]1(O)C(=O)C=C[C@H]1O
ZINC000014491260,OC[C@@H]1NCC[C@H](O)[C@@H]1O
ZINC000247802064,OC[C@@]12OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H]2O
ZINC000004529620,O[C@@H]1COC[C@H]1O
ZINC000006072525,NC(=O)[C@H](O)[C@H](N)C(=O)O
ZINC000014451142,OCC[C@@H]1N[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000238429257,C[C@H](O)[C@](C)(O)[C@@](C)(O)C(=O)O
ZINC000014419527,N[C@@H](C(=O)O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000114158617,C[C@H]([C@H](O)CO)[C@@H](N)C(=O)O
ZINC000136711475,CC(C)OC(=O)[C@H](O)[C@H](O)C(=O)O
ZINC000101186119,OC[C@@H]1S[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000238479462,C[C@H](O)[C@@](O)(C=O)[C@@H](O)C=O
ZINC000013327710,C[C@H](O)[C@](O)(C(=O)O)C(C)(C)O
ZINC000001529776,CNC(=N)NCCC[C@H](N)C(=O)O
ZINC000002047411,N=C(N)NCCC[C@H](N)C=O
ZINC000028631455,CO[C@H](C=O)[C@H](O)[C@@H](O)CO
ZINC000035644927,N[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O
ZINC000205592655,OCC[C@@H]1N[C@H](CO)[C@H](O)[C@@H]1O
ZINC000221719420,OC[C@@H]1C[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000253793170,O=C1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000019230193,COC(=O)[C@H](N)CO
ZINC000002491649,NC(=O)CC[C@H](NC(N)=O)C(=O)O
ZINC000003870036,C[C@@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000034583076,OC[C@H](O)[C@@H]1O[C@H](O)[C@@H](O)[C@@H]1O
ZINC000004096161,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
ZINC000095884193,OC[C@@]12OC[C@@H](O1)[C@H](O)[C@@H](O)[C@@H]2O
ZINC000138576850,O=C1[C@H](O)O[C@H]([C@@H](O)CO)[C@H]1O
ZINC000036419709,O=C(O)[C@@H]1NC[C@H](O)[C@@H]1O
ZINC000307908547,CO[C@H](C=O)[C@H](O)[C@@H](O)[C@H](C)O
ZINC000004533814,C[C@@H](N)C(=O)N[C@H](C(=O)O)[C@@H](C)O
ZINC000005851684,O[C@@H]1[C@H](O)O[C@H]2CO[C@@H]1[C@@H]2O
ZINC000014885957,COC(=O)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000000895081,O=C(O)CC(O)(CC(=O)O)C(=O)O
ZINC000209028356,C[C@H](O)[C@@H](C=O)NC(=O)CN
ZINC000003593481,O=C(O)C[C@@H](O)CO
ZINC000100032893,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000014776434,O=C1[C@H](O)[C@H]2CC[C@H](C2O)[C@H]1O
ZINC000104872014,O=C1C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000003954528,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000146944175,CO[C@@H]1[C@H](O)O[C@H](CO)[C@H]1O
ZINC000038584231,NC(N)=NSCC[C@@H](N)C(=O)O
ZINC000197373701,C[C@]12OC[C@@H](O)[C@@]1(O)O[B-](O)(O)O2
ZINC000201848205,NCCCC[C@@H](NC=O)C(N)=O
ZINC000238380958,COC[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C=O
ZINC000005178945,OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
ZINC000001229666,O=C(O)Cn1cc(F)c(=O)[nH]c1=O
ZINC000001529793,O=C(O)CC(=O)[C@@H](O)[C@H](O)CO
ZINC000008214617,NCCO
ZINC000013484493,NC(=O)[C@]1(O)C=C[C@@H](O)C1
ZINC000005131937,NC(N)=NC[C@H](O)CC(=O)O
ZINC000005975487,OCCNCCO
ZINC000001532588,O[C@@H]1[C@H](O)OC[C@@H](O)[C@H]1O
ZINC000113686505,N[C@@H]1[C@H](O)O[C@H](C(=O)O)[C@@H](O)[C@@H]1O
ZINC000257437647,C[C@@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1N(C)C
ZINC000001492996,CN1C(=O)NC(=O)[C@@H]1O
ZINC000000158174,CC(=O)N[C@H](CO)C(=O)O
ZINC000000895183,OC[C@]1(O)OC[C@@H](O)[C@@H]1O
ZINC000006613627,OC1[C@@H](O)CNC[C@@H]1O
ZINC000025217447,CC(=O)N[C@@H]1CO[C@@H]2[C@@H](O)CO[C@@H]12
ZINC000049642695,NC(=O)[C@@H]1N=CN=C1N
ZINC000306335494,N[C@@H]1CC[C@H](O)C[C@H](O)[C@@H]1O
ZINC000306629486,OC[C@@H]1N[C@H](CO)[C@@H](O)C[C@@H]1O
ZINC000003825342,O=C1C[C@@H]2O[C@@H](CO)CN12
ZINC000015151328,N=C1NC[C@@H](C[C@H](N)C(=O)O)N1
ZINC000137502829,CN1[C@H]2CC[C@@]1(O)[C@H](O)[C@@H](O)[C@@H]2O
ZINC000220412014,CO[C@]1(CO)O[C@H](CO)[C@@H](O)[C@H]1O
ZINC000111485835,O=C1C=C(CO)C(=O)[C@@H]2O[C@@H]12
ZINC000005131990,O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
ZINC000001530353,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000257419581,N[C@@H]1C[C@H](C(=O)O)O[C@H](O)[C@@H]1O
ZINC000085597831,O=C1O[C@@H](CO)[C@@H](O)C=C1O
ZINC000306539547,CC(=O)NC[C@@H]1OC[C@H](N)[C@H]1O
ZINC000142149920,OCO[C@H](O)CO
ZINC000306866061,OCC[C@@H]1C[C@H](O)[C@H](CO)N1
ZINC000100516307,O=C1O[C@H]2C[C@@]1(O)C[C@@H](O)[C@H]2O
ZINC000000895421,NC(C(=O)O)C(=O)O
ZINC000253674451,OC[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000003876030,O=C(O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
ZINC000008551359,O=C([C@H](O)CO)[C@H](O)[C@H](O)CO
ZINC000014696239,CN[C@H](CO)C(=O)O
ZINC000014717320,N=C1N[C@H](C(=O)O)[C@H]([C@H](O)CN)N1
ZINC000306648224,CN[C@@H]1[C@H](CN)O[C@H](CO)[C@@H]1O
ZINC000001742215,N[C@H](CCO)C(=O)O
ZINC000004899418,O=C(O)CNC(=O)[C@@H]1CCCN1
ZINC000004831232,C[C@H](O)[C@H](O)[C@H](O)CC=O
ZINC000005083163,O[C@H]1CC[C@@H](O)[C@@H](O)[C@H]1O
ZINC000104873579,O[C@@H]1[C@@H]2O[C@H]2[C@H](O)[C@H](O)[C@@H]1O
ZINC000238399557,CO[C@H](CC(=O)O)[C@@H](O)C(=O)O
ZINC000000895179,O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O
ZINC000008551174,O=C(O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000014811299,O=C1C(CO)=C[C@H](O)[C@@H](O)[C@H]1O
ZINC000085590848,O=C1O[C@@H](CO)[C@@H](C(=O)O)OC1=O
ZINC000238573819,NC1=CC(=O)[C@]2(CO)O[C@@H]2[C@@H]1O
ZINC000014923574,O=C1C(CO)=C[C@H](O)[C@@H](O)[C@H]1Cl
ZINC000005828698,N=C(N)NCCCO
ZINC000013352672,COC(=O)[C@@H](O)[C@@H](N)C(=O)O
ZINC000220037870,C[C@@H]1OC(=O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000018006959,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
ZINC000003795332,CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
ZINC000039064408,NC(=O)[C@H]1C[C@@H](O)CCN1
ZINC000104562661,C[C@@H]1O[C@H](O)C[C@@H](N)[C@H]1O
ZINC000001529581,N=C(N)NCCCCNC(=N)N
ZINC000014491258,OC[C@@H]1NCC[C@@H](O)[C@@H]1O
ZINC000001530228,O=C1C=c2cc[nH]c2=CC1=O
ZINC000005134202,NC1=NCC[C@@H](C[C@@H](N)C(=O)O)N1
ZINC000015043708,OC[C@@H]1N=C[C@H](O)[C@@H]1O
ZINC000197272361,CO[C@]1(CO)O[C@H](CO)[C@H](O)[C@@H]1O
ZINC000005997357,COC(=O)[C@@H](O)CO
ZINC000050027157,C[C@@H](NC(=O)[C@@H](N)[C@@H](C)O)C(=O)O
ZINC000014649301,OC[C@@H](O)C[C@H](O)CO
ZINC000257405462,C[C@@H]1O[C@H](O)[C@H](O)[C@H](N(C)C)[C@@H]1O
ZINC000013353957,N[C@@H](CC(=O)O)[C@H](O)C(=O)O
ZINC000039115125,NCCCC[C@@H]1NC(=O)CNC1=O
ZINC000100389677,OC[C@H](O)[C@H](O)C(O)=C(O)O
ZINC000022923607,N[C@@H]1CCN[C@@H]1C(=O)O
ZINC000002034711,NC[C@H](O)C(=O)O
ZINC000034349013,CO[C@H](CO)[C@H](OC)[C@H](O)C=O
ZINC000238337103,CO[C@@H]([C@@H](O)[C@@H](O)C=O)[C@H](O)CO
ZINC000049614135,N[C@@H](C(=O)O)[C@H](CC(=O)O)C(=O)O
ZINC000001861052,Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O
ZINC000307464758,CC[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@H]1O
ZINC000039059114,N[C@@H]1CO[C@H](O)[C@H](O)[C@@H]1O
ZINC000001575499,NCC(=O)N1C[C@@H](O)C[C@H]1C(=O)O
ZINC000002584391,Cn1c(=O)[nH]c2c(=O)[nH]c(O)nc21
ZINC000013438167,NCC[C@@H](O)[C@H](N)C(=O)O
ZINC000014451352,C[C@@H](O)[C@H]1NC(=O)CNC1=O
ZINC000197396306,O=C1C[C@](O)(CO)[C@H](O)[C@H](O)[C@@H]1O
ZINC000004298369,C[C@H](O)[C@H](NC(N)=O)C(=O)O
ZINC000004096707,O=C1OC[C@H](O)[C@H](O)[C@H]1O
ZINC000004658565,NC(=O)C(=O)O
ZINC000013435525,COC(=O)C[C@H](O)[C@H](O)[C@H](O)CO
ZINC000085562077,NC[C@@](O)(C(=O)O)[C@H]1CNC(N)=N1
ZINC000002169919,NCC(=O)N[C@H](CC(=O)O)C(=O)O
ZINC000069488524,N=CN[C@@H](CO)C(=O)O
ZINC000003860633,N[C@H](Cn1ccc(=O)c(O)c1)C(=O)O
ZINC000031350748,OC[C@H](O)[C@@H]1OC[C@@H](O)[C@@H]1O
ZINC000100305210,N[C@H](C(=O)O)[C@H]1ON=C(Cl)[C@@H]1O
ZINC000001529843,O=C[C@@H](O)[C@H](O)CC(=O)C(=O)O
ZINC000001532864,O=C(O)C(=O)C[C@H](O)C(=O)O
ZINC000004098580,OC[C@H]1NCC[C@@H](O)[C@@H]1O
ZINC000004528686,O=C(O)[C@@H](O)[C@H]1OC(=O)[C@H](O)[C@@H]1O
ZINC000013353488,C[C@@](O)(C[C@H](N)C(=O)O)C(=O)O
ZINC000200578388,C[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1N
ZINC000388428632,C[C@H](O)[C@H](O)[C@H]([C@@H](O)C=O)N(C)C
ZINC000004097377,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000005112849,N[C@H](C(=O)O)[C@H](CC=O)C(=O)NO
ZINC000013354065,C#C[C@@H](O)[C@@H](N)C(=O)O
ZINC000307912247,O=C[C@H](O)[C@H](O)[C@H](O)[C@@H](S)CO
ZINC000005828382,NCNC(=O)CCC(=O)O
ZINC000003861213,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000146812323,O[C@H]1CC[C@@H](O)[C@H](O)[C@H]1O
ZINC000004026122,NC(=O)CN1C(=O)CC[C@H]1C(N)=O
ZINC000306684600,OC[C@@H]1N[C@H]([C@@H](O)CO)C[C@@H]1O
ZINC000001532789,NC(=O)CCC(=O)C(=O)O
ZINC000013349806,N[C@@H]1CCCNC(=O)CNC1=O
ZINC000196194440,O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO
ZINC000255974815,CO[C@@H]([C@@H](O)[C@H](O)C=O)[C@H](O)CO
ZINC000000399466,CNC(=O)CNC(C)=O
ZINC000001670229,N[C@H](C(=O)O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000076927687,N[C@H]([C@H](O)C=O)[C@@H](O)[C@@H](O)CO
ZINC000005410761,O=CN(O)CCOP(=O)(O)O
ZINC000014491514,O=c1[nH]c(O)nc2ncc(CO)nc12
ZINC000100006134,O=C1O[C@@H]([C@@H](O)CO)C(O)=C1O
ZINC000003875757,NC(=O)NC(N)=O
ZINC000014614392,C#CC#CC#C[C@@H](O)[C@@H](O)CO
ZINC000085584138,OC[C@]1(O)CCN2CC[C@@H](O)[C@H]21
ZINC000307648344,C[C@H](O)[C@H](O)[C@H](N)[C@@H](O)C=O
ZINC000013548777,O=CC[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000005502281,N[C@@H](C(=O)O)[C@H](O)CO
ZINC000013438190,NC[C@H](O)C[C@H](N)C(=O)O
ZINC000014584225,CO[C@H]1[C@@H](O)O[C@@H](CO)[C@@H]1O
ZINC000001702659,O=CC[C@@H](O)[C@@H](O)CO
ZINC000001731778,N[C@H](CC(=O)NCC(=O)O)C(=O)O
ZINC000100383878,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C=O
ZINC000006761022,NC[C@@H]1CC[C@@H](N)[C@H](O)O1
ZINC000022923612,N[C@@H]1CCN[C@H]1C(=O)O
ZINC000095602524,O=C1NCC[C@H](O)[C@H]1O
ZINC000201391088,O=C(O)[C@@H]1OCC[C@@H](O)C1=O
ZINC000014778953,COC(=O)C1=C[C@H](O)[C@@H](O)[C@@H](O)C1
ZINC000004025778,OC[C@@H]1OCO[C@@H](CO)[C@@H](O)[C@@H]1O
ZINC000004095723,O[C@H]1OC[C@@H](O)[C@H]1O
ZINC000100830171,O=C1CO[C@@H](CO)[C@@H](O)[C@H]1O
ZINC000094437876,N[C@@H](CO)/C(O)=N/O
ZINC000201391165,O=C(O)[C@@H]1OCC[C@H](O)C1=O
ZINC000245228240,CN[C@H](C=O)[C@H](O)[C@H](O)[C@@H](O)CO
ZINC000013375112,O[C@H]1C[C@H](O)[C@]2(O)N[C@H]1C[C@H]2O
ZINC000140849893,NC1[C@H](O)[C@H](O)C(O)[C@@H](O)[C@H]1O
ZINC000115074677,O=C1C[C@H](O)[C@H](O)CO1
ZINC000013351073,NC[C@H](O)[C@@H](O)C(=O)O
ZINC000019204143,NC[C@H](O)P(=O)(O)O
ZINC000257575130,CC(=O)[C@@H]1O[C@H](O)[C@@H](O)[C@H]1O
ZINC000008577160,C[C@H](N)C(=O)N[C@@H](CS)C(=O)O
ZINC000006481085,CN1C[C@H](O)[C@H](O)[C@H]1CO
ZINC000100076909,O=C(O)[C@@]1(O)C[C@@H](O)[C@@H](O)[C@H](O)C1
ZINC000004528687,O=C1O[C@H]([C@H](O)C(=O)O)[C@@H](O)[C@@H]1O
ZINC000014418173,N[C@@H]1CO[C@H](O)[C@@H](O)[C@@H]1O
ZINC000019172776,O=C(O)[C@@H]1C[C@H](O)CNN1
ZINC000031703706,O=C(O)CN[N+](=O)[O-]
ZINC000256001538,CN[C@H]1[C@H](O)[C@@H](OC)O[C@H]1CO
ZINC000257391712,N[C@@H]1[C@H](CO)O[C@H](O)[C@@H](O)[C@@H]1O
ZINC000005131896,N[C@H](CO)C(=O)N[C@@H](CO)C(=O)O
ZINC000013435523,O=C1C[C@@H](CO)O[C@@]1(O)CO
ZINC000069488944,OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=C(O)O
ZINC000409444249,O=C1O[C@@H](C(=O)O)[C@H](O)[C@H]1O
ZINC000012504187,OC[C@@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
ZINC000604381890,CN1C[C@@H]2COCCN2C2(CNC2)C1
ZINC000238754820,C[C@H](O)[C@]1(O)[C@@H](O)C=C(C#N)[C@@H]1O
ZINC000002567965,N[C@@H](CCS(=O)(=O)O)C(=O)O
ZINC000004096975,NC(=NO)NCCC[C@@H](N)C(=O)O
ZINC000100389694,OC[C@H](O)[C@H](O)[C@H](O)C(O)=C(O)O
ZINC000017877794,NC(=O)[C@@H](O)[C@@H](O)C(N)=O
ZINC000238187981,CC(C)(O)[C@@](O)(CO)C[C@@H](O)CO
ZINC000000049143,Cc1[nH]c(=O)[nH]c(=O)c1CO
ZINC000100389672,OC[C@@H](O)[C@@H](O)C(O)=C(O)O
ZINC000005566485,O=C1C(CO)=C[C@H](O)[C@@H]2O[C@H]12
ZINC000100403777,O=C[C@H](O)[C@@H](O)[C@@H](O)CC(=O)O
ZINC000257537969,CO[C@H]1O[C@@H](OC)[C@H](O)[C@@]1(O)CO
ZINC000004403351,OC[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O
ZINC000104860947,O=C1O[C@@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]1O
ZINC000003872698,NC(=O)[C@@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000013358068,N[C@H](C(=O)O)[C@@H](O)[C@H](O)CO
ZINC000014418829,N[C@H](CO)[C@H](O)[C@@H](O)[C@@H](O)CO
ZINC000257419580,N[C@@H]1C[C@H](C(=O)O)O[C@H](O)[C@H]1O
ZINC000001532569,O=C(O)C(=O)C[C@@H](O)[C@H](O)CO
ZINC000142307162,CO[C@@H]1[C@H](O)O[C@@H](CO)[C@H]1O
ZINC000034599489,CC(C)[C@@H]1NC(=O)[C@H](CO)NC1=O
ZINC000001532605,CNC(=O)CNC(=O)CN
ZINC000001667422,CC(=O)OC[C@@H](O)CO
ZINC000003869165,NCC(=O)COP(=O)(O)O
ZINC000004521540,O[C@@H]1CO[C@H](O)CO1
ZINC000002251997,O=C1N[C@H]2NC(=O)N(CCO)[C@H]2N1
ZINC000004764135,NC(=O)[C@H]1CCC(=O)N1
ZINC000014443018,N=C(N)NC[C@@H]1C[C@@H](N)C(=O)O1
ZINC000207829504,Cn1cnc2c(c1=O)=NC(=O)N=2
ZINC000255970161,N[C@H]1C[C@@H](N)[C@@H](O)[C@H](O)[C@H]1O
ZINC000257504191,CO[C@@H]1[C@H](C)O[C@H](O)[C@@H](O)[C@H]1O
ZINC000013543950,CO[C@@]1(CO)O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000100824533,O[C@H]1C[C@H](O)[C@]2(O)N[C@@H]1C[C@@H]2O
ZINC000257475225,COC(=O)[C@@H]1O[C@H](OC)[C@H](O)[C@H]1O
ZINC000001676560,CN(C(=N)N)C(=O)C(=O)O
ZINC000013351137,CC(=O)NC1=C[C@H](O)[C@H](O)CC1=O
ZINC000257475226,COC(=O)[C@@H]1O[C@H](OC)[C@@H](O)[C@H]1O
ZINC000013434916,CO[C@H]1[C@@H](O)[C@H](O)[C@@H](C)O[C@H]1O
ZINC000013508225,C[C@H](O)[C@@H](O)C[C@H](O)C=O
ZINC000017783685,O=C1N=C2NC(=O)N[C@]2(O)C(=O)N1
ZINC000002046917,OC[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O
ZINC000071758473,CC(=O)[C@H](O)[C@@H](O)C[C@@H](N)C(=O)O
ZINC000001702657,O=CC[C@@H](O)[C@H](O)CO
ZINC000013438195,NC[C@H](O)C[C@@H](N)C(=O)O
ZINC000257549046,C[C@@H]1O[C@H](O)[C@H](N)[C@@H](O)[C@@H]1O
ZINC000013399707,OCc1nccnc1C[C@H](O)CO
ZINC000006360497,O=C(O)C(=O)[C@H](O)[C@@H](O)CO
ZINC000013369279,O=C1[C@H](P(=O)(O)O)C[C@H](O)N1O
ZINC000013327906,O=C1OCC[C@]1(O)CO
ZINC000306761358,O[C@@H]1C[C@@H]2OC[C@H](O)[C@H]2O1
ZINC000003861735,O=C1O[C@H]2[C@H](O[C@@H](O)[C@@H]2O)[C@@H]1O
ZINC000006361573,OC[C@]1(O)CO[C@@H](O)[C@H]1O
ZINC000166184610,COC[C@H](O)[C@H](O)[C@H](O)[C@H](N)C=O
ZINC000211888152,C[C@]1(O)C(=O)NCO[C@H]1N
ZINC000003606246,C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O
ZINC000001575550,C[C@@H](N)C(=O)N[C@@H](CO)C(=O)O
ZINC000069488861,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C(=O)O
ZINC000306702778,OC[C@H]1C[C@H](O)[C@@H](O)[C@H](O)C1
ZINC000535384815,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)C=N
ZINC000238582896,NC[C@]1(O)CC[C@H](C(=O)O)NC1=O
ZINC000306451298,C[C@H](O)[C@@H]1O[C@](O)(CO)[C@@H](O)[C@H]1O
ZINC000004095660,OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
ZINC000257396907,CO[C@H]1[C@H](O)[C@@H](O)OC[C@H]1O
ZINC000013351319,N[C@@H](C[C@H](O)CO)C(=O)O
ZINC000013435431,CC(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
ZINC000013353007,N[C@@H](C(=O)O)C1(O)CC1
ZINC000003869787,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
ZINC000004803503,O=C(O)[C@@H](O)C[C@H](O)[C@H](O)CO
ZINC000104102768,O=CC(=O)[C@@H](O)[C@@H](O)CO
ZINC000257695286,O=C[C@]1(O)OC[C@H](O)[C@@H](O)[C@H]1O
ZINC000034112432,NC(N)=NC[C@H]1C[C@]1(N)C(=O)O
ZINC000257509101,C[C@@H]1O[C@H](O)[C@H](O)[C@@]1(O)C(=O)O
ZINC000014723680,O=C1C[C@H](CO)OC[C@@H]1O
ZINC000013349610,CN[C@@H]1[C@H](O)CO[C@H](O)[C@@H]1O
ZINC000095909245,CC(=O)ON1CN(C(C)=O)NON1
ZINC000096030269,N[C@H]1[C@H](O)[C@@H](O)[C@@H](C(=O)O)O[C@H]1O
ZINC000036361330,CC(=O)N[C@@H]1CO[C@@H]2[C@@H](O)CO[C@H]12
ZINC000085597830,O=C1O[C@@H](CO)[C@H](O)C=C1O
ZINC000238773266,CO[C@H]1O[C@@H](OC)[C@H](O)[C@]1(O)CO
ZINC000014961342,C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO
ZINC000001568248,O=C1C=C[C@@H](O)[C@@]1(O)CO
ZINC000003833800,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000001670848,NC(=O)[C@@H](O)[C@H](O)C(N)=O
ZINC000044608462,O=C(O)[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
ZINC000238720837,O=CC1=C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000306268426,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@]1(O)CO
ZINC000001714680,CN[C@@H]1[C@H](CO)O[C@@H](OC)[C@@H]1O
ZINC000100498183,N[C@H]1C[C@@H](N)[C@H](O)[C@H](O)[C@H]1O
ZINC000306268429,CO[C@@H]1O[C@H](CO)[C@H](O)[C@]1(O)CO
ZINC000001575493,C[C@H](N)C(=O)N[C@@H](C)C(=O)O
ZINC000004096639,O=C(O)[C@H]1NCC[C@@H]1O
ZINC000004236104,CC(=O)N[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12
ZINC000001532615,N[C@@H]1[C@@H](O)O[C@@H](CO)[C@H](O)[C@H]1O
ZINC000000901497,OC[C@@H]1O[C@@H](O)C[C@H](O)[C@@H]1O
ZINC000014683707,Cn1cnc2c(c1=O)n(C)c(=O)n2C
ZINC000096014492,O=COC(CO)CO
ZINC000000901811,NC[C@H](O)CC(=O)O
ZINC000004761897,C[C@H](O)[C@@H](N)C(N)=O
ZINC000019366520,CN(C)C[C@H](N)C(=O)O
ZINC000000895279,OC[C@]1(O)OC[C@@H](O)[C@H]1O
ZINC000136711414,O=C1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O
ZINC000104369793,O[C@H]1C[C@@H](O)[C@@]2(O)CC[C@H]1N2
ZINC000257380473,OCC1=C[C@H](O)[C@H](O)[C@H]1O
ZINC000206877589,NN/C=N/C[C@@H](O)CC(=O)O
ZINC000001531050,N=C(N)NC[C@@H](O)C[C@H](N)C(=O)O
ZINC000034924609,COC(=O)[C@@H](N)[C@@H](C)O
ZINC000140187798,N[C@@H]1C[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O
ZINC000005224354,OCCO
ZINC000013538228,C[C@H](NC(=O)[C@@H](N)[C@H](C)O)C(=O)O
ZINC000001842869,C[C@]1(O)C(=O)O[C@H](CO)[C@@H]1O
ZINC000001712677,C[C@H](O)C(=O)NCCO
ZINC000000895399,C[C@@H](O)[C@@H](N)C(=O)O
ZINC000143663427,O=C[C@H](O)[C@@H](O)[C@@H](O)C(=O)O
ZINC000001691392,CS(=O)(=O)CC[C@H](N)C(=O)O
ZINC000038522693,C[C@H](CO)[C@H](O)[C@H](O)CO
ZINC000022059792,N[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O
ZINC000001532796,O=C1C[C@](O)(C(=O)O)C[C@H](O)[C@H]1O
ZINC000003652026,N=C(N)NC[C@H](O)CC(=O)C(=O)O
ZINC000006487536,C[C@H](O)[C@@H]1NC[C@H](O)[C@@H]1O
ZINC000013352518,NC(=O)C#CC[C@@H](N)C(=O)O
ZINC000014592918,C[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
ZINC000013351051,CCOC[C@@H](O)[C@H](N)C(=O)O
ZINC000238662266,N[C@@H]1C(=O)N[C@H](C(=O)O)CC[C@@H]1O
ZINC000002170201,CS(=O)(=O)NCC(=O)O
ZINC000006021130,C[C@H](O)[C@H](O)[C@@H](N)CC=O
ZINC000100395185,O=C(O)[C@H](O)C(=O)[C@@H](O)[C@H](O)CO
ZINC000002047457,N[C@H]1[C@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O
ZINC000014854290,OC[C@@]1(O)CO[C@H](O)[C@@H]1O
ZINC000100303633,NC(=O)C1=C(N)C(=O)[C@H]2O[C@@H]2C1=O
ZINC000002522564,NC(=O)N[C@H](CO)C(=O)O
ZINC000008101126,N=C(N)N
ZINC000003869255,O=C(O)C1=CC(=O)[C@H](O)[C@H](O)C1
ZINC000005541928,N[C@H]1[C@H](O)[C@H](O)CO[C@H]1O
ZINC000039566103,OC[C@@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O
ZINC000015116067,CN(C)C(=O)c1cc(=O)[nH]c(=O)[nH]1
ZINC000238670928,O[C@H]1C[C@@]2(O)CC[C@@H](N2)[C@@H]1O
ZINC001857524328,O=C(O)[C@H]1C(=CCO)O[C@@H]2CC(=O)N21
ZINC000001529355,NC(=O)N[C@@H](N)C(=O)O
ZINC000008577161,C[C@@H](N)C(=O)N[C@@H](CS)C(=O)O
ZINC000017143133,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
ZINC000001532609,NC(=O)CC[C@@H](N)C(=O)O
ZINC000063603746,CCOC(=O)[C@@H](N)CC(N)=O
ZINC000257515826,C[C@@H]1O[C@H](O)[C@@H](O)[C@]1(O)C=O
ZINC000014811303,O=C1C(CO)=C[C@H](O)[C@H](O)[C@H]1O
ZINC000002140996,O=C1NC[C@@H](C(=O)O)N1
